systime,devtime,packno,status,controltype,error,limb,mechanism,angle,hocdisp,button,trialno,assessmentstate
2026-06-01 10:16:25.665760,2863.8250000000003,16052,1,0,4,,3,-35.212501525878906,3.687444536940685,1,0,CYCLING
2026-06-01 10:16:25.665760,2863.83,16053,1,0,4,,3,-35.5078125,3.718369429834794,1,0,CYCLING
2026-06-01 10:16:25.666759,2863.835,16054,1,0,4,,3,-35.845314025878906,3.7537125069773447,1,0,CYCLING
2026-06-01 10:16:25.666759,2863.841,16055,1,0,4,,3,-36.16875076293945,3.787582722879027,1,0,CYCLING
2026-06-01 10:16:25.723012,2863.846,16056,1,0,4,,3,-36.46406555175781,3.8185080152472994,1,0,CYCLING
2026-06-01 10:16:25.723952,2863.851,16057,1,0,4,,3,-36.759376525878906,3.8494329081414085,1,0,CYCLING
2026-06-01 10:16:25.723952,2863.857,16058,1,0,4,,3,-37.06875228881836,3.881830662276386,1,0,CYCLING
2026-06-01 10:16:25.724995,2863.862,16059,1,0,4,,3,-37.29375076293945,3.905392447388644,1,0,CYCLING
2026-06-01 10:16:25.724995,2863.867,16060,1,0,4,,3,-37.56093978881836,3.933372416749344,1,0,CYCLING
2026-06-01 10:16:25.724995,2863.872,16061,1,0,4,,3,-37.70156478881836,3.948098632313046,1,0,CYCLING
2026-06-01 10:16:25.725983,2863.878,16062,1,0,4,,3,-37.84218978881836,3.962824847876748,1,0,CYCLING
2026-06-01 10:16:25.725983,2863.8830000000003,16063,1,0,4,,3,-37.98281478881836,3.97755106344045,1,0,CYCLING
2026-06-01 10:16:25.726993,2863.888,16064,1,0,4,,3,-38.05312728881836,3.984914171222301,1,0,CYCLING
2026-06-01 10:16:25.726993,2863.8940000000002,16065,1,0,4,,3,-38.095314025878906,3.989331955996579,1,0,CYCLING
2026-06-01 10:16:25.727995,2863.899,16065,1,0,4,,3,-38.109375,3.9908044177632838,1,0,CYCLING
2026-06-01 10:16:25.727995,2863.904,16066,1,0,4,,3,-38.12343978881836,3.9922772790041523,1,0,CYCLING
2026-06-01 10:16:25.728986,2863.91,16067,1,0,4,,3,-38.12343978881836,3.9922772790041523,1,0,CYCLING
2026-06-01 10:16:25.728986,2863.915,16068,1,0,4,,3,-38.12343978881836,3.9922772790041523,1,0,CYCLING
2026-06-01 10:16:25.801548,2863.92,16069,1,0,4,,3,-38.12343978881836,3.9922772790041523,1,0,CYCLING
2026-06-01 10:16:25.802540,2863.925,16070,1,0,4,,3,-38.12343978881836,3.9922772790041523,1,0,CYCLING
2026-06-01 10:16:25.802540,2863.931,16071,1,0,4,,3,-38.13750076293945,3.993749740770857,1,0,CYCLING
2026-06-01 10:16:25.803539,2863.936,16072,1,0,4,,3,-38.15156555175781,3.9952226020117254,1,0,CYCLING
2026-06-01 10:16:25.803539,2863.9410000000003,16073,1,0,4,,3,-38.165626525878906,3.99669506377843,1,0,CYCLING
2026-06-01 10:16:25.803539,2863.947,16074,1,0,4,,3,-38.19375228881836,3.999640386786003,1,0,CYCLING
2026-06-01 10:16:25.804539,2863.952,16075,1,0,4,,3,-38.22187805175781,4.002585709793577,1,0,CYCLING
2026-06-01 10:16:25.804539,2863.957,16076,1,0,4,,3,-38.25,4.005530633326986,1,0,CYCLING
2026-06-01 10:16:25.805540,2863.963,16077,1,0,4,,3,-38.27812576293945,4.008475956334559,1,0,CYCLING
2026-06-01 10:16:25.805540,2863.968,16078,1,0,4,,3,-38.306251525878906,4.011421279342132,1,0,CYCLING
2026-06-01 10:16:25.805540,2863.973,16079,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.806539,2863.978,16080,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.806539,2863.984,16081,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.880326,2863.989,16082,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.881331,2863.994,16083,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.881331,2864.0,16084,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.881331,2864.005,16085,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.882338,2864.01,16086,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.882338,2864.016,16087,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.883337,2864.021,16088,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.883337,2864.026,16089,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.884338,2864.031,16090,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.884338,2864.0370000000003,16091,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.885338,2864.042,16092,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.885338,2864.047,16093,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.886337,2864.053,16094,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.886337,2864.058,16095,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.928025,2864.063,16096,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
2026-06-01 10:16:25.928025,2864.069,16097,1,0,4,,3,-38.3203125,4.0128937411088375,1,0,CYCLING
